Train Number,Train Name,From Station,To Station
55017,CPR MAU PASS,CHHAPRA,MAU JN
55018,MAU CPR PASS,MAU JN,CHHAPRA
55019,CPR GKP PASS,CHHAPRA,GORAKHPUR JN
55020,GKP CPR PASS,GORAKHPUR JN,CHHAPRA
55021,SPJ SV PASS,SAMASTIPUR JN,SIWAN JN
55022,SV SPJ PASS,SIWAN JN,SAMASTIPUR JN
55025,GKP GD PASS,GORAKHPUR JN,GONDA JN
55026,GD GKP PASS,GONDA JN,GORAKHPUR JN
55027,GKP GD PASS,GORAKHPUR JN,GONDA JN
55028,GD GKP PASS,GONDA JN,GORAKHPUR JN
55029,NKE GKP PASS,NARKATIAGANJ JN,GORAKHPUR JN
55030,GKP NKE PASS,GORAKHPUR JN,NARKATIAGANJ JN
55032,DAL JEA PASS,DALIGANJ,NAKAHA JUNGLE
55033,GD SPC PASS,GONDA JN,SITAPUR
55034,SPC GD PASS,SITAPUR CITY,GONDA JN
55035,GD SCC PASS,GONDA JN,SITAPUR
55036,SCC GD PASS,SITAPUR,GONDA JN
55037,BUW SPC PASS,BURHWAL,SITAPUR CITY
55038,SCC BUW PASS,SITAPUR,BURHWAL
55041,NKE GKP PASS,NARKATIAGANJ JN,GORAKHPUR JN
55042,GKP NKE PASS,GORAKHPUR JN,BETTIAH
55043,GKP NTV PASS,GORAKHPUR JN,NAUTANWA
55044,NTV GKP PASS,NAUTANWA,GORAKHPUR JN
55045,SCC SPN PASS,SITAPUR,SHAHJEHANPUR
55046,SPN SCC PASS,SHAHJEHANPUR,SITAPUR
55049,JEA DAL PASS,NAKAHA JUNGLE,DALIGANJ
55051,GKP NTV PASS,GORAKHPUR JN,NAUTANWA
55052,NTV GKP PASS,NAUTANWA,GORAKHPUR JN
55055,CPJ GKP PASSENGER,PADRAUNA,GORAKHPUR JN
55056,GKP CPJ PASS,GORAKHPUR JN,PADRAUNA
55061,MLN LJN PASS,MAILANI,LUCKNOW NE
55062,DAL STP PASS,DALIGANJ,SITAPUR
55063,STP LJN PASS,SITAPUR,LUCKNOW NE
55064,LJN STP PASS,LUCKNOW NE,SITAPUR
55065,STP LJN PASS,SITAPUR,DALIGANJ
55066,LJN MLN PASS,LUCKNOW NE,MAILANI
55067,SV CPJ PASS,SIWAN JN,KAPTANGANJ JN
55068,GKP SV PASS,GORAKHPUR JN,SIWAN JN
55069,THE GKP PASS,THAWE JN,GORAKHPUR JN
55070,CPJ THE PASS,KAPTANGANJ JN,THAWE JN
55071,NKE GKP PASS,NARKATIAGANJ JN,GORAKHPUR JN
55072,GKP NKE PASS,GORAKHPUR JN,NARKATIAGANJ JN
55073,NKE GKP PASS,NARKATIAGANJ JN,GORAKHPUR JN
55074,GKP NKE PASS,GORAKHPUR JN,NARKATIAGANJ JN
55079,BTH GKP PASS,BETTIAH,GORAKHPUR JN
55080,GKP NKE PASS,GORAKHPUR JN,NARKATIAGANJ JN
55081,NKE GKP PASS,NARKATIAGANJ JN,GORAKHPUR JN
55082,GKP NKE PASS,GORAKHPUR JN,NARKATIAGANJ JN
55101,BTT BHJ PASS,BHATNI JN,BARHAJ BAZAR
55102,BHJ BTT PASS,BARHAJ BAZAR,BHATNI JN
55103,BTT BHJ PASS,BHATNI JN,BARHAJ BAZAR
55104,BHJ BTT PASS,BARHAJ BAZAR,BHATNI JN
55105,SRU BHJ PASS,SALEMPUR JN,BARHAJ BAZAR
55106,BHJ SRU PASS,BARHAJ BAZAR,SALEMPUR JN
55107,SV THE PASS,SIWAN JN,THAWE JN
55108,THAWE SIWAN PASS,THAWE JN,SIWAN JN
55109,SV THE PASS,SIWAN JN,THAWE JN
55110,THAWE SIWAN PASS,THAWE JN,SIWAN JN
55111,SV THE PASS,SIWAN JN,THAWE JN
55112,THAWE SIWAN PASS,THAWE JN,SIWAN JN
55113,SV THE PASS,SIWAN JN,THAWE JN
55114,THE SV PASS,THAWE JN,SIWAN JN
55115,CPR BTT PASS,CHHAPRA,BHATNI JN
55116,SV CPR PASS,BHATNI JN,CHHAPRA
55117,SV BTT PASS,SIWAN JN,BHATNI JN
55118,BTT SV PASS,BHATNI JN,SIWAN JN
55121,SPJ SV PASS,SAMASTIPUR JN,SIWAN JN
55122,SV SPJ PASS,SIWAN JN,SAMASTIPUR JN
55123,BTT BCY PASS,BHATNI JN,VARANASI CITY
55125,BSBS ALY PASS,BANARAS,PRAYAGRAJ RAMBAGH
55126,ALY BSBS PASS,PRAYAGRAJ RAMBAGH,BANARAS
55127,BSBS ALY PASS,BANARAS,PRAYAGRAJ RAMBAGH
55128,ALY BSBS PASS,PRAYAGRAJ RAMBAGH,BANARAS
55129,BSBS ALY PASS,BANARAS,PRAYAGRAJ RAMBAGH
55130,ALY BSBS PASS,PRAYAGRAJ RAMBAGH,BANARAS
55133,BUI BCY PASS,BALLIA,VARANASI CITY
55134,BCY BUI PASS,VARANASI CITY,BALLIA
55135,AMH BCY PASS,AZAMGARH,VARANASI CITY
55136,BCY AMH PASS,VARANASI CITY,AZAMGARH
55137,BUI SHG PASS,BALLIA,SHAHGANJ JN
55138,SHG BUI PASS,SHAHGANJ JN,BALLIA
55139,BUI SHG PASS,BALLIA,SHAHGANJ JN
55140,SHG BUI PASS,SHAHGANJ JN,BALLIA
55141,GKP NTV PASS,GORAKHPUR JN,NAUTANWA
55142,NTV GKP PASS,NAUTANWA,GORAKHPUR JN
55145,SRU BHJ PASS,SALEMPUR JN,BARHAJ BAZAR
55146,BHJ SRU PASS,BARHAJ BAZAR,SALEMPUR JN
55159,BTT BCY PASS,BHATNI JN,VARANASI CITY
55160,BCY BTT PASS,VARANASI CITY,BHATNI JN
55163,SHG ARJ PASS,SHAHGANJ JN,AUNRIHAR JN
55164,ARJ SHG SPL,AUNRIHAR JN,SHAHGANJ JN
55165,CPR DDA PASS,CHHAPRA,DURAUNDHA JN
55166,DDA CPR PASS,DURAUNDHA JN,CHHAPRA
55169,DDA SV PASS,DURAUNDHA JN,SIWAN JN
55170,SV DDA PASS,SIWAN JN,DURAUNDHA JN
55171,DDA MHC PASS,DURAUNDHA JN,MASRAKH
55172,MHC DDA PASS,MASRAKH,DURAUNDHA JN
55173,DDA MHC PASS,DURAUNDHA JN,MASRAKH
55174,MHC DDA PASS,MASRAKH,DURAUNDHA JN
55175,DDA MGZ PASS,DURAUNDHA JN,MAHARAJGANJ
55176,MGZ DDA PASS,MAHARAJGANJ,DURAUNDHA JN
55177,DDA MGZ PASS,DURAUNDHA JN,MAHARAJGANJ
55178,MGZ DDA PASS,MAHARAJGANJ,DURAUNDHA JN
55179,DDA MGZ PASS,DURAUNDHA JN,MAHARAJGANJ
55180,MGZ DDA PASS,MAHARAJGANJ,DURAUNDHA JN
55181,THE CI PASS,THAWE JN,CHHAPRA KACHERI
55182,CI THE PASS,CHHAPRA KACHERI,THAWE JN
55183,THE CI PASS,THAWE JN,CHHAPRA KACHERI
55184,CI THE PASS,CHHAPRA KACHERI,THAWE JN
55210,NKE MFP PASS,NARKATIAGANJ JN,MUZAFFARPUR JN
55219,MFP NKE PASS,MUZAFFARPUR JN,NARKATIAGANJ JN
55223,SPJ DBG PASS,SAMASTIPUR JN,DARBHANGA JN
55224,DBG SPJ PASS,DARBHANGA JN,SAMASTIPUR JN
55231,PPTA PNBE PASS,PATLIPUTRA,PATNA JN
55232,PNBE PPTA PASS,PATNA JN,PATLIPUTRA
55239,DBG SMI PASS,DARBHANGA JN,SITAMARHI
55240,MFP SPJ PASS,MUZAFFARPUR JN,SAMASTIPUR JN
55301,MB KGM PASS,MORADABAD,KATHGODAM
55302,KGM MB PASS,KATHGODAM,MORADABAD
55303,MB KGM PASS,MORADABAD,KATHGODAM
55304,KGM MB PASS,KATHGODAM,MORADABAD
55305,MB RMR FAST PASS,MORADABAD,RAMNAGAR
55306,RMR MB PASS,RAMNAGAR,MORADABAD
55307,MB RMR PASS,MORADABAD,RAMNAGAR
55308,RMR MB PASS,RAMNAGAR,MORADABAD
55309,MB RMR PASS,MORADABAD,RAMNAGAR
55310,RMR MB PASS,RAMNAGAR,MORADABAD
55311,MB KPV PASS,MORADABAD,KASHIPUR
55312,KPV MB PASS,KASHIPUR,MORADABAD
55313,KPV RMR PASS,KASHIPUR,RAMNAGAR
55314,RMR KPV PASS,RAMNAGAR,KASHIPUR
55315,LKU KPV PASS,LAL KUAN,KASHIPUR
55316,KPV LKU PASS,KASHIPUR,LAL KUAN
55317,LKU KPV PASS,LAL KUAN,KASHIPUR
55318,KPV LKU PASS,KASHIPUR,LAL KUAN
55319,LKU KPV PASS,LAL KUAN,KASHIPUR
55320,KPV LKU PASS,KASHIPUR,LAL KUAN
55321,MB RMR PASS,MORADABAD,RAMNAGAR
55322,RMR MB FAST PASS,RAMNAGAR,MORADABAD
55323,MB RMR PASS,MORADABAD,RAMNAGAR
55324,RMR MB FAST PASS,RAMNAGAR,MORADABAD
55325,LJN KSJ PASS,LUCKNOW NE,KASGANJ
55326,KSJ LJN PASS,KASGANJ,LUCKNOW NE
55327,CPA FBD PASS,KANPUR ANWRGANJ,FARRUKHABAD
55328,FBD CPA PASS,FARRUKHABAD,KANPUR ANWRGANJ
55329,SKB KSJ PASS,SHIKOHABAD JN,KASGANJ
55330,KSJ SKB PASS,KASGANJ,SHIKOHABAD JN
55331,FBD KSJ PASS,FARRUKHABAD,KASGANJ
55332,KSJ FBD PASS,KASGANJ,FARRUKHABAD
55333,KSJ AGRA PASS,KASGANJ,AGRA FORT
55334,AF KSJ PASS,AGRA FORT,KASGANJ
55336,LKU BC PASS,LAL KUAN,BAREILLY CITY
55337,KSJ AH PASS,KASGANJ,ACHHNERA JN
55338,AH KSJ PASS,ACHHNERA JN,KASGANJ
55339,KSJ MTJ PASS,KASGANJ,MATHURA JN
55340,MTJ KSJ FAST PASS,MATHURA JN,KASGANJ
55341,KSJ BTE PASS,KASGANJ,BHARATPUR JN
55342,BTE KSJ PASS,BHARATPUR JN,KASGANJ
55343,KSJ BC PASS,KASGANJ,BAREILLY CITY
55344,BC KSJ PASS,BAREILLY CITY,KASGANJ
55345,KSJ BC PASS,KASGANJ,BAREILLY CITY
55346,BC KSJ PASS,BAREILLY CITY,KASGANJ
55347,BC LKU PASS,BAREILLY CITY,LAL KUAN
55348,LKU BC PASS,LAL KUAN,BAREILLY CITY
55349,BC LKU PASS,BAREILLY CITY,LAL KUAN
55351,BC LKU PASS,BAREILLY CITY,LAL KUAN
55352,LKU BC PASS,LAL KUAN,BAREILLY CITY
55353,KSJ MTJ FAST PASS,KASGANJ,MATHURA JN
55354,MTJ KSJ PASS,MATHURA JN,KASGANJ
55355,KSJ BC PASS,KASGANJ,BAREILLY CITY
55356,BC KSJ PASS,BAREILLY CITY,KASGANJ
55357,KSJ BC PASS,KASGANJ,BAREILLY CITY
55358,BC KSJ PASS,BAREILLY CITY,KASGANJ
55359,KSJ BC FAST PASS,KASGANJ,BAREILLY CITY
55360,BC KSJ FAST PASS,BAREILLY CITY,KASGANJ
55362,PBE BC PASS,PILIBHIT JN,BAREILLY CITY
55363,BC PBE PASS,BAREILLY CITY,PILIBHIT JN
55364,PBE BC PASS,PILIBHIT JN,BAREILLY CITY
55365,BC PBE PASS,BAREILLY CITY,PILIBHIT JN
55366,PBE BC PASS,PILIBHIT JN,BAREILLY CITY
55369,BC PBE FAST PASS,BAREILLY CITY,PILIBHIT JN
55371,PBE MJZ PASS,PILIBHIT JN,TANAKPUR
55372,MJZ PBE PASS,TANAKPUR,PILIBHIT JN
55374,MJZ PBE PASS,TANAKPUR,PILIBHIT JN
55375,PBE MJZ PASS,PILIBHIT JN,TANAKPUR
55377,PBE TPU PASS,PILIBHIT JN,TANAKPUR
55378,TPU PBE PASS,TANAKPUR,PILIBHIT JN
55421,MLDT BLGT PASS,MALDA TOWN,BALURGHAT
55422,BLGT MLDT PASS,BALURGHAT,MALDA TOWN
55465,APDJ BXT PASS,ALIPUR DUAR JN,BAMANHAT
55466,BXT APDJ PASS,BAMANHAT,ALIPUR DUAR JN
55501,GEB SHC PASS,GARH BARUARI,SAHARSA JN
55502,SHC GEB PASS,SAHARSA JN,GARH BARUARI
55503,SOU SHC PASS,SUPAUL,SAHARSA JN
55504,SHC SOU PASS,SAHARSA JN,SUPAUL
55511,BAKT SHC PASS,BARHARA KOTHI F,SAHARSA JN
55512,SHC BAKT PASS,SAHARSA JN,BARHARA KOTHI F
55513,SPJ JYG PASS,SAMASTIPUR JN,JAYNAGAR
55514,JYG SPJ PASS,JAYNAGAR,SAMASTIPUR JN
55517,DBG JYG PASS,DARBHANGA JN,JAYNAGAR
55518,JYG DBG PASS,JAYNAGAR,DARBHANGA JN
55519,SPJ JYG PASS,SAMASTIPUR JN,JAYNAGAR
55520,JYG SPJ PASS,JAYNAGAR,SAMASTIPUR JN
55533,SHC SPJ PASS,SAHARSA JN,SAMASTIPUR JN
55549,BJU HJP PASS,BARAUNI JN,HAJIPUR JN
55550,HJP BJU PASS,HAJIPUR JN,BARAUNI JN
55553,SHC SPJ PASS,SAHARSA JN,SAMASTIPUR JN
55554,SPJ SHC PASS,SAMASTIPUR JN,SAHARSA JN
55555,SHC SPJ PASS,SAHARSA JN,SAMASTIPUR JN
55556,SPJ SHC PASS,SAMASTIPUR JN,SAHARSA JN
55559,SHC SPJ PASS,SAHARSA JN,SAMASTIPUR JN
55560,SPJ SHC PASS,SAMASTIPUR JN,SAHARSA JN
55563,PRNA SHC PASS,PURNIA JN,SAHARSA JN
55564,SHC PRNA PASS,SAHARSA JN,PURNIA JN
55565,SHC SPJ PASS,SAHARSA JN,SAMASTIPUR JN
55566,SPJ SHC PASS,SAMASTIPUR JN,SAHARSA JN
55567,SHC SPJ PASS,SAHARSA JN,SAMASTIPUR JN
55568,SPJ SHC PASS,SAMASTIPUR JN,SAHARSA JN
55569,DMH SHC PASS,DAURAM MADHPURA,SAHARSA JN
55570,SHC DMH PASS,SAHARSA JN,DAURAM MADHPURA
55571,PRNA SHC PASS,PURNIA JN,SAHARSA JN
55572,SHC PRNA PASS,SAHARSA JN,PURNIA JN
55575,DBG HRGR PASS,DARBHANGA JN,HARNAGAR
55576,HRGR DBG PASS,HARNAGAR,DARBHANGA JN
55577,DBG HRGR PASS,DARBHANGA JN,HARNAGAR
55578,HRGR DBG PASS,HARNAGAR,DARBHANGA JN
55579,DBG MNMA PASSENGER,DARBHANGA JN,MANDAN MISHRA
55580,MNMA DBG PASSENGER,MANDAN MISHRA,DARBHANGA JN
55583,PRNA SHC PASS,PURNIA JN,SAHARSA JN
55584,SHC PRNA PASS,SAHARSA JN,PURNIA JN
55585,RXL NKE PASS,RAXAUL JN,NARKATIAGANJ JN
55586,NKE RXL PASS,NARKATIAGANJ JN,RAXAUL JN
55587,RXL NKE PASS,RAXAUL JN,NARKATIAGANJ JN
55588,NKE RXL PASS,NARKATIAGANJ JN,RAXAUL JN
55603,KOLONGPAR PASS,GUWAHATI,MAIRABARI
55604,KOLONGPAR PASSENGER,MAIRABARI,GUWAHATI
55605,DBRG MZS PASS,DIBRUGARH,MURKEONGSELEK
55606,MZS DBRG PASS,MURKEONGSELEK,DIBRUGARH
55607,GHY SHTT PASS,GUWAHATI,SILGHAT TOWN
55608,SHTT GHY PASS,SILGHAT TOWN,GUWAHATI
55610,FKM DBB PASS,FAKIRAGRAM JN,DHUBRI
55661,MSSN SCL PASS,MAISHASHAN,SILCHAR
55662,SCL MSSN PASS,SILCHAR,MAISHASHAN
55665,SCL VNGP PASS,SILCHAR,VANGAICHUNGPAO
55666,VNGP SCL PASS,VANGAICHUNGPAO,SILCHAR
55667,SCL BHRB PASS,SILCHAR,BHAIRABI
55668,BHRB SCL PASS,BHAIRABI,SILCHAR
55677,SCL DMR PASS,SILCHAR,DHARMANAGAR
55678,DMR SCL PASS,DHARMANAGAR,SILCHAR
55679,AGTL DMR PASS,AGARTALA,DHARMANAGAR
55680,DMR AGTL PASS,DHARMANAGAR,AGARTALA
55685,MSSN SCL PASS,MAISHASHAN,SILCHAR
55686,SCL MSSN PASS,SILCHAR,MAISHASHAN
55687,DLCR SCL FAST PASS,DULLABCHERRA,SILCHAR
55688,SCL DLCR FAST PASS,SILCHAR,DULLABCHERRA
55689,DLCR BPB PASS,DULLABCHERRA,BADARPUR JN
55690,BPB DLCR PASS,BADARPUR JN,DULLABCHERRA
55701,MLDT KIR PASS,MALDA TOWN,KATIHAR JN
55702,KIR MLDT PASS,KATIHAR JN,MALDA TOWN
55703,MLFC KIR PASS,MALDA COURT,KATIHAR JN
55704,KIR MLFC PASS,KATIHAR JN,MALDA COURT
55709,SQB OMLF PASS,SINGHABAD,OLD MALDA
55710,OMLF SQB PASS,OLD MALDA,SINGHABAD
55719,DKGN BHNG PASS,DEKARGAON,BHALUKPONG
55720,BHNG DKGN PASS,BHALUKPONG,DEKARGAON
55721,RNY DKGN PASS,RANGIYA JN,DEKARGAON
55722,DKGN RNY PASS,DEKARGAON,RANGIYA JN
55725,NJP APDJ PASS,NEW JALPAIGURI,ALIPUR DUAR JN
55726,APDJ NJP PASS,ALIPUR DUAR JN,NEW JALPAIGURI
55727,KIR RDP PASS,KATIHAR JN,RADHIKAPUR
55728,RDP KIR PASS,RADHIKAPUR,KATIHAR JN
55729,KIR RDP PASS,KATIHAR JN,RADHIKAPUR
55730,RDP KIR PASS,RADHIKAPUR,KATIHAR JN
55749,NJP HDB PASS,NEW JALPAIGURI,HALDIBARI
55750,HDB NJP PASS,HALDIBARI,NEW JALPAIGURI
55751,NJP HDB PASS,NEW JALPAIGURI,HALDIBARI
55752,HDB NJP PASS,HALDIBARI,NEW JALPAIGURI
55769,MLFC KIR PASS,MALDA COURT,KATIHAR JN
55770,KIR MLFC PASS,KATIHAR JN,MALDA COURT
55771,MLFC BNDP PASS,MALDA COURT,BALURGHAT
55772,BNDP MLFC PASS,BALURGHAT,MALDA COURT
55801,MANAS RHINO PASSENGER,NEW BONGAIGAON,GUWAHATI
55802,GHY NBQ PASS,GUWAHATI,NEW BONGAIGAON
55803,NBQ GHY PASS,NEW BONGAIGAON,GUWAHATI
55804,GHY NBQ PASS,GUWAHATI,NEW BONGAIGAON
55805,NBQ GHY PASS,NEW BONGAIGAON,GUWAHATI
55806,GHY NBQ PASS,GUWAHATI,NEW BONGAIGAON
55809,NBQ GHY PASS,NEW BONGAIGAON,GUWAHATI
55810,GHY NBQ PASS,GUWAHATI,NEW BONGAIGAON
55811,DBB KYQ FAST PASS,DHUBRI,KAMAKHYA
55812,KYQ DBB FAST PASS,KAMAKHYA,DHUBRI
55815,GHY HBN PASS,GUWAHATI,HAIBARGAON
55816,HBN GHY PASS,HAIBARGAON,GUWAHATI
55817,NBQ GHY PASS,NEW BONGAIGAON,GUWAHATI
55818,GHY NBQ PASSENGER,GUWAHATI,NEW BONGAIGAON
55819,MNDP GHY PASS,MENDIPATHAR,GUWAHATI
55820,GHY MNDP PASS,GUWAHATI,MENDIPATHAR
55823,RPAN DKGN PASS,RANGAPARA NORTH,DEKARGAON
55824,DKGN RPAN PASS,DEKARGAON,RANGAPARA NORTH
55861,RNY DKGN PASS,RANGIYA JN,DEKARGAON
55862,DKGN RNY PASS,DEKARGAON,RANGIYA JN
55893,RNY RPAN PASS,RANGIYA JN,RANGAPARA NORTH
55894,RPAN RNY PASS,RANGAPARA NORTH,RANGIYA JN
55903,DMV MXN PASS,DIMAPUR,MARIANI JN
55904,MXN DMV PASS,MARIANI JN,DIMAPUR
55909,SLGR DBRG PASS,SIMALUGURI JN,DIBRUGARH TOWN
55910,DBRG SLGR PASS,DIBRUGARH TOWN,SIMALUGURI JN
55913,JTTN TSK PASS,JORHAT TOWN,TINSUKIA JN
55914,TSK JTTN PASS,TINSUKIA JN,JORHAT TOWN
56001,MAS AJJ PASS,CHENNAI CENTRAL,ARAKKONAM
56002,AJJ MAS PASS,ARAKKONAM,CHENNAI CENTRAL
56003,AJJ CGL PASS,ARAKKONAM,CHENGALPATTU
56004,CGL AJJ PASS,CHENGALPATTU,ARAKKONAM
56005,AJJ CGL PASS,ARAKKONAM,CHENGALPATTU
56006,CGL AJJ PASS,CHENGALPATTU,ARAKKONAM
56007,AJJ KPD PASS,ARAKKONAM,KATPADI JN
56008,KPD AJJ PASS,KATPADI JN,ARAKKONAM
56009,AJJ VLR PASS,ARAKKONAM,VELLORE CANT
56010,VLR AJJ PASS,VELLORE CANT,ARAKKONAM
56011,AJJ HX PASS,ARAKKONAM,CUDDAPAH
56012,HX AJJ PASS,CUDDAPAH,ARAKKONAM
56013,AJJ VLR PASS,ARAKKONAM,VELLORE CANT
56014,VLR AJJ PASS,VELLORE CANT,ARAKKONAM
56033,MV MQ PASS,MAYILADUTURAI J,MANNARGUDI
56034,MQ MV PASS,MANNARGUDI,MAYILADUTURAI J
56035,TCN TEN PASS,TIRUCHENDUR,TIRUNELVELI JN.
56036,TEN TCN PASS,TIRUNELVELI JN.,TIRUCHENDUR
56043,GUV TCR PASS,GURUVAYUR,THRISUR
56044,TCR GUV PASS,THRISUR,GURUVAYUR
56059,TBM VM PASS,TAMBARAM,VILLUPURAM JN
56060,VM TBM PASS,VILLUPURAM JN,TAMBARAM
56100,ED MTDM PASS,ERODE JN,METUR DAM
56101,MTDM ED PASS,METUR DAM,ERODE JN
56102,SA MTDM PASS,SALEM JN,METUR DAM
56103,MTDM SA PASS,METUR DAM,SALEM JN
56105,SA KRR PASS,SALEM JN,KARUR
56106,KRR SA PASS,KARUR,SALEM JN
56107,SA KRR PASS,SALEM JN,KARUR
56108,KRR SA PASS,KARUR,SALEM JN
56109,TPJ ED PASS,TIRUCHCHIRAPALI,ERODE JN
56110,ED TPJ PASS,ERODE JN,TIRUCHCHIRAPALI
56111,JTJ ED PASS,JOLARPETTAI,ERODE JN
56112,ED JTJ PASS,ERODE JN,JOLARPETTAI
56115,MV TJ PASS,MAYILADUTURAI J,THANJAVUR
56116,TJ MV PASS,THANJAVUR,MAYILADUTURAI J
56136,MTP UAM PASSR,METUPALAIYAM,UDAGAMANDALAM
56137,UAM MTP PASSR,UDAGAMANDALAM,METUPALAIYAM
56138,ONR UAM PASSR,COONOOR,UDAGAMANDALAM
56139,UAM ONR PASSR,UDAGAMANDALAM,COONOOR
56140,UAM ONR PASS MG,UDAGAMANDALAM,COONOOR
56141,ONR UAM PASS MG,COONOOR,UDAGAMANDALAM
56142,UAM ONR PASS MG,UDAGAMANDALAM,COONOOR
56143,ONR UAM PASS MG,COONOOR,UDAGAMANDALAM
56183,CBE POY PASS,COIMBATORE JN,POLLACHI JN
56184,POY CBE PASS,POLLACHI JN,COIMBATORE JN
56201,CMNR MYS PASS,CHAMARAJANAGAR,MYSORE JN
56202,MYS CMNR PASS,MYSORE JN,CHAMARAJANAGAR
56203,CMNR MYS PASS,CHAMARAJANAGAR,MYSORE JN
56204,MYS CMNR PASS,MYSORE JN,CHAMARAJANAGAR
56205,NTW MYS PASS,NANJANGUD TOWN,MYSORE JN
56206,MYS NTW PASS,MYSORE JN,NANJANGUD TOWN
56207,CMNR MYS PASS,CHAMARAJANAGAR,MYSORE JN
56208,MYS CMNR PASS,MYSORE JN,CHAMARAJANAGAR
56209,CMNR MYS PASS,CHAMARAJANAGAR,MYSORE JN
56210,MYS CMNR PASS,MYSORE JN,CHAMARAJANAGAR
56217,TLGP SMET PASS,TALGUPPA,SHIMOGA TOWN
56218,SMET TLGP PASS,SHIMOGA TOWN,TALGUPPA
56221,SBC TK PASS,KSR BANGALORE CY JN,TUMKUR
56222,TK SBC PASS,TUMKUR,KSR BANGALORE CY JN
56223,SBC ASK PASS,KSR BANGALORE CY JN,ARSIKERE JN
56224,ASK SBC PASS,ARSIKERE JN,KSR BANGALORE CY JN
56225,SBC TK PASS,KSR BANGALORE CY JN,TUMKUR
56226,TK SBC PASS,TUMKUR,KSR BANGALORE CY JN
56261,AJJ JTJ PASS,ARAKKONAM,JOLARPETTAI
56262,JTJ AJJ PASS,JOLARPETTAI,ARAKKONAM
56263,BANGALORE PASSR,MYSORE JN,KSR BANGALORE CY JN
56264,MYSORE PASS,KSR BANGALORE CY JN,MYSORE JN
56265,ASK MYS PASS,ARSIKERE JN,MYSORE JN
56266,MYS ASK PASS,MYSORE JN,ARSIKERE JN
56267,ASK MYS PASS,ARSIKERE JN,MYSORE JN
56268,MYS ASK PASS,MYSORE JN,ARSIKERE JN
56271,SMET CMGR PASS,SHIMOGA TOWN,CHIKKAMAGALUR
56272,CMGR SMET PASS,CHIKKAMAGALUR,SHIMOGA TOWN
56281,CMNR SBC PASS,CHAMARAJANAGAR,KSR BANGALORE CY JN
56282,SBC CMNR PASS,KSR BANGALORE CY JN,CHAMARAJANAGAR
56300,QLN ALLP PASS,KOLLAM JN,ALLEPPEY
56301,ALLP QLN PASS,ALLEPPEY,KOLLAM JN
56302,ALLP ERS PASS,ALLEPPEY,ERNAKULAM JN
56303,ERS ALLP PASS,ERNAKULAM JN,ALLEPPEY
56305,KTYM QLN PASS,KOTTAYAM,KOLLAM JN
56307,QLN TVC PASS,KOLLAM JN,TRIVANDRUM CNTL
56308,TVC QLN PASS,TRIVANDRUM CNTL,KOLLAM JN
56309,QLN TVC PASS,KOLLAM JN,TRIVANDRUM CNTL
56310,NCJ TVC PASS,NAGERCOIL JN,TRIVANDRUM CNTL
56311,TVC NCJ PASS,TRIVANDRUM CNTL,NAGERCOIL JN
56313,TVC NCJ PASS,TRIVANDRUM CNTL,NAGERCOIL JN
56315,TVC NCJ PASS,TRIVANDRUM CNTL,NAGERCOIL JN
56316,NCJ TVC PASS,NAGERCOIL JN,TRIVANDRUM CNTL
56317,KCVL NCJ PASS,KOCHUVELI,NAGERCOIL JN
56318,NCJ KCVL PASS,NAGERCOIL JN,KOCHUVELI
56331,PUU QLN PASS,PUNALUR,KOLLAM JN
56332,QLN PUU PASS,KOLLAM JN,PUNALUR
56333,EDN QLN PASS,PUNALUR,KOLLAM JN
56334,QLN EDN PASS,KOLLAM JN,PUNALUR
56335,SCT QLN PASS,SENGOTTAI,KOLLAM JN
56336,QLN SCT PASS,KOLLAM JN,SENGOTTAI
56337,PUU QLN PASS,PUNALUR,KOLLAM JN
56338,QLN PUU PASS,KOLLAM JN,PUNALUR
56361,SRR ERS PASS,SHORANUR JN,ERNAKULAM JN
56364,ERS SRR PASS,ERNAKULAM JN,SHORANUR JN
56370,ERS GUV PASS,ERNAKULAM JN,GURUVAYUR
56371,GUV ERS PASS,GURUVAYUR,ERNAKULAM JN
56373,GUV TCR PASS,GURUVAYUR,THRISUR
56374,TCR GUV PASS,THRISUR,GURUVAYUR
56375,GUV ERS PASS,GURUVAYUR,ERNAKULAM JN
56376,ERS GUV PASS,ERNAKULAM JN,GURUVAYUR
56377,ALLP KYJ PASS,ALLEPPEY,KAYANKULAM JN
56378,KYJ ALLP PASS,KAYANKULAM JN,ALLEPPEY
56379,ERS ALLP PASS,ERNAKULAM JN,ALLEPPEY
56380,KYJ ERS PASS,KAYANKULAM JN,ERNAKULAM JN
56381,ERS KYJ FAST PASS,ERNAKULAM JN,KAYANKULAM JN
56382,KYJ ERS PASS,KAYANKULAM JN,ERNAKULAM JN
56383,ERS KYJ PASS,ERNAKULAM JN,KAYANKULAM JN
56384,ALLP ERS PASS,ALLEPPEY,ERNAKULAM JN
56385,ERS KTYM PASS,ERNAKULAM JN,KOTTAYAM
56389,ERS KTYM PASS,ERNAKULAM JN,KOTTAYAM
56390,KTYM ERS PASS,KOTTAYAM,ERNAKULAM JN
56391,ERS QLN PASS,ERNAKULAM JN,KOLLAM JN
56392,QLN ERS PASS,KOLLAM JN,ERNAKULAM JN
56393,KTYM QLN PASS,KOTTAYAM,KOLLAM JN
56394,QLN KTYM PASS,KOLLAM JN,KOTTAYAM
