Train Number,Train Name,From Station,To Station
56503,VIJAYAWADA PASS,BANGALORE CANT,VIJAYAWADA JN
56504,BZA BNC PASS,VIJAYAWADA JN,BANGALORE CANT
56507,MKM SBC MEMU,MARIKUPPAM,KSR BANGALORE CY JN
56508,SBC MKM PASS,KSR BANGALORE CY JN,MARIKUPPAM
56511,BWT MKM MEMU,BANGARAPET,MARIKUPPAM
56512,MKM BWT MEMU,MARIKUPPAM,BANGARAPET
56515,SBC UBL PASS,KSR BANGALORE CY JN,HUBBALLI JN
56516,UBL SBC PASS,HUBBALLI JN,KSR BANGALORE CY JN
56519,SBC CTA PASS,KSR BANGALORE CY JN,CHITRADURG
56520,CTA SBC PASS,CHITRADURG,KSR BANGALORE CY JN
56529,HRR KTY PASS,HARIHAR,KOTTURU
56530,KTY HRR PASS,KOTTURU,HARIHAR
56600,CLT SRR PASS,KOZHIKODE,SHORANUR JN
56601,SRR CLT PASS,SHORANUR JN,KOZHIKODE
56602,CAN SRR PASS,KANNUR,SHORANUR JN
56604,SRR CBE PASS,SHORANUR JN,COIMBATORE JN
56605,CBE TCR PASS,COIMBATORE JN,THRISUR
56610,NIL PGT PASS,NILAMBUR ROAD,PALAKKAD JN
56611,PGT NIL PASS,PALAKKAD JN,NILAMBUR ROAD
56612,NIL SRR PASS,NILAMBUR ROAD,SHORANUR JN
56613,SRR NIL PASS,SHORANUR JN,NILAMBUR ROAD
56614,NIL SRR PASS,NILAMBUR ROAD,SHORANUR JN
56616,NIL SRR PASS,NILAMBUR ROAD,SHORANUR JN
56617,SRR NIL PASS,SHORANUR JN,NILAMBUR ROAD
56619,SRR NIL PASS,SHORANUR JN,NILAMBUR ROAD
56620,NIL SRR PASS,NILAMBUR ROAD,SHORANUR JN
56621,SRR NIL PASS,SHORANUR JN,NILAMBUR ROAD
56642,KBPR MAQ PASS,KABAKAPUTTUR,MANGALORE CNTL
56643,MAQ KBPR PASS,MANGALORE CNTL,KABAKAPUTTUR
56644,KBPR MAQ PASS,KABAKAPUTTUR,MANGALORE CNTL
56645,MAQ KBPR PASS,MANGALORE CNTL,KABAKAPUTTUR
56646,SBHR MAQ PASS,SUBRAHMANYA ROA,MANGALORE CNTL
56647,MAQ SBHR PASS,MANGALORE CNTL,SUBRAHMANYA ROA
56652,CAN CLT PASS,KANNUR,KOZHIKODE
56653,CLT CAN PASS,KOZHIKODE,KANNUR
56655,CAN MAQ PASS,KANNUR,MANGALORE CNTL
56656,MAQ CAN PASS,MANGALORE CNTL,KANNUR
56657,CLT CAN PASS,KOZHIKODE,KANNUR
56659,CAN CHV PASS,KANNUR,CHARVATTUR
56661,CHV MAQ PASS,CHARVATTUR,MANGALORE CNTL
56663,TCR CLT PASS,THRISUR,KOZHIKODE
56664,CLT TCR PASS,KOZHIKODE,THRISUR
56703,TPJ DG PASS,TIRUCHCHIRAPALI,DINDIGUL JN
56704,DG TPJ PASS,DINDIGUL JN,TIRUCHCHIRAPALI
56705,VM MDU PASS,VILLUPURAM JN,MADURAI JN
56706,MDU VM PASS,MADURAI JN,VILLUPURAM JN
56707,DG MDU PASS,DINDIGUL JN,MADURAI JN
56708,MDU DG PASS,MADURAI JN,DINDIGUL JN
56709,PLNI MDU PASS,PALANI,MADURAI JN
56710,MDU PLNI PASS,MADURAI JN,PALANI
56711,KIK TPJ DMU,KARAIKAL,TIRUCHCHIRAPALI
56714,TPJ KIK DMU,TIRUCHCHIRAPALI,KARAIKAL
56715,PUU CAPE FAST PASS,PUNALUR,KANYAKUMARI
56716,CAPE PUU FAST PASS,KANYAKUMARI,PUNALUR
56717,CAPE TEN PASS,KANYAKUMARI,TIRUNELVELI JN.
56718,TEN NCJ PASS,TIRUNELVELI JN.,NAGERCOIL JN
56719,NCJ CAPE PASS,NAGERCOIL JN,KANYAKUMARI
56721,MDU RMM PASS,MADURAI JN,RAMESWARAM
56722,RMM MDU PASS,RAMESWARAM,MADURAI JN
56723,MDU RMM PASS,MADURAI JN,RAMESWARAM
56724,RMM MDU PASS,RAMESWARAM,MADURAI JN
56725,MDU RMM PASS,MADURAI JN,RAMESWARAM
56726,RMM MDU PASS,RAMESWARAM,MADURAI JN
56731,MDU SCT PASS,MADURAI JN,SENGOTTAI
56732,SCT MDU PASS,SENGOTTAI,MADURAI JN
56733,MDU SCT PASS,MADURAI JN,SENGOTTAI
56734,SCT MDU PASS,SENGOTTAI,MADURAI JN
56735,MDU SCT PASS,MADURAI JN,SENGOTTAI
56736,SCT MDU PASS,SENGOTTAI,MADURAI JN
56741,TN TEN PASS,TUTICORIN,TIRUNELVELI JN.
56742,TEN TN PASS,TIRUNELVELI JN.,TUTICORIN
56761,TEN TCN PASS,TIRUNELVELI JN.,TIRUCHENDUR
56762,TCN TEN PASS,TIRUCHENDUR,TIRUNELVELI JN.
56763,TEN TCN PASS,TIRUNELVELI JN.,TIRUCHENDUR
56764,TCN TEN PASS,TIRUCHENDUR,TIRUNELVELI JN.
56765,TEN TCN PASS,TIRUNELVELI JN.,TIRUCHENDUR
56766,TCN TEN PASS,TIRUCHENDUR,TIRUNELVELI JN.
56767,TN TCN PASS,TUTICORIN,TIRUCHENDUR
56768,TCN TN PASS,TIRUCHENDUR,TUTICORIN
56776,DG PLNI PASS,DINDIGUL JN,PALANI
56796,SCT TEN PASS,SENGOTTAI,TIRUNELVELI JN.
56797,TEN BJM PASS,TIRUNELVELI JN.,SENGOTTAI
56798,BJM TEN PASS,SENGOTTAI,TIRUNELVELI JN.
56799,TEN SCT PASS,TIRUNELVELI JN.,SENGOTTAI
56800,SCT TEN PASS,SENGOTTAI,TIRUNELVELI JN.
56801,TEN SCT PASS,TIRUNELVELI JN.,SENGOTTAI
56802,SCT TEN PASS,SENGOTTAI,TIRUNELVELI JN.
56803,TEN SCT PASS,TIRUNELVELI JN.,SENGOTTAI
56823,MV TPJ PASS,MAYILADUTURAI J,TIRUCHCHIRAPALI
56824,TPJ MV PASS,TIRUCHCHIRAPALI,MAYILADUTURAI J
56841,TPJ ED PASS,TIRUCHCHIRAPALI,ERODE JN
56842,ED TPJ PASS,ERODE JN,TIRUCHCHIRAPALI
56845,JTJ ED PASS,JOLARPETTAI,ERODE JN
56846,ED JTJ PASS,ERODE JN,JOLARPETTAI
56861,VM PDY PASS,VILLUPURAM JN,PUDUCHERRY
56862,PDY VM PASS,PUDUCHERRY,VILLUPURAM JN
56863,VM PDY PASS,VILLUPURAM JN,PUDUCHERRY
56864,PDY VM PASS,PUDUCHERRY,VILLUPURAM JN
56865,VM PDY PASS,VILLUPURAM JN,PUDUCHERRY
56866,PDY VM PASS,PUDUCHERRY,VILLUPURAM JN
56867,MS PDY FAST PASS,CHENNAI EGMORE,PUDUCHERRY
56868,PDY MS FAST PASS,PUDUCHERRY,CHENNAI EGMORE
56869,TPTY PDY PASS,TIRUPATI,PUDUCHERRY
56870,PDY TPTY PASS,PUDUCHERRY,TIRUPATI
56871,MV TVR PASS,MAYILADUTURAI J,THIRUVARUR JN
56872,TVR MV PASS,THIRUVARUR JN,MAYILADUTURAI J
56873,VM MV PASS,VILLUPURAM JN,MAYILADUTURAI J
56874,MV VM PASS,MAYILADUTURAI J,VILLUPURAM JN
56875,VM MV PASS,VILLUPURAM JN,MAYILADUTURAI J
56876,MV VM PASS,MAYILADUTURAI J,VILLUPURAM JN
56877,VM MV PASS,VILLUPURAM JN,MAYILADUTURAI J
56878,MV VM PASS,MAYILADUTURAI J,VILLUPURAM JN
56879,MV TVR PASS,MAYILADUTURAI J,THIRUVARUR JN
56880,TVR MV PASS,THIRUVARUR JN,MAYILADUTURAI J
56881,KPD VM PASS,KATPADI JN,VILLUPURAM JN
56882,VM TPTY PASS,VILLUPURAM JN,TIRUPATI
56883,KPD VM PASS,KATPADI JN,VILLUPURAM JN
56884,VM TPTY PASS,VILLUPURAM JN,TIRUPATI
56885,TPTY VM PASS,TIRUPATI,VILLUPURAM JN
56886,VM KPD PASS,VILLUPURAM JN,KATPADI JN
56889,TPTY KPD PASS,TIRUPATI,KATPADI JN
56902,DWR UBL PASS,DHARWAR,HUBBALLI JN
56903,SUR DHARWAR PASS,SOLAPUR JN,DHARWAR
56904,DWR SUR PASSENGE,DHARWAR,SOLAPUR JN
56905,SUR UBL PASS,SOLAPUR JN,HUBBALLI JN
56906,UBL SUR PASS,HUBBALLI JN,SOLAPUR JN
56907,UBL DWR PASS,HUBBALLI JN,DHARWAR
56909,HOSPET PASSR,KSR BANGALORE CY JN,HOSPET JN
56910,SBC FAST PSGN,HOSPET JN,KSR BANGALORE CY JN
56913,SBC UBL PASS,KSR BANGALORE CY JN,HUBBALLI JN
56914,UBL SBC PASS,HUBBALLI JN,KSR BANGALORE CY JN
56915,JRU UBL PASS,CHIKJAJUR JN,HUBBALLI JN
56916,UBL JRU PASS,HUBBALLI JN,CHIKJAJUR JN
56917,SBC SMET PASS,KSR BANGALORE CY JN,SHIMOGA TOWN
56918,SMET SBC PASS,SHIMOGA TOWN,KSR BANGALORE CY JN
56923,DWR AVA PASS,DHARWAR,AMBEWADI
56924,AVA DWR PASS,AMBEWADI,DHARWAR
56925,SBC TK FAST PASS,KSR BANGALORE CY JN,TUMKUR
56926,TK SBC FAST PASS,TUMKUR,KSR BANGALORE CY JN
56927,UBL CKBK FAST PASS,HUBBALLI JN,CHIKKABENAKAL
56928,CKBK UBL FAST PASS,CHIKKABENAKAL,HUBBALLI JN
56961,QLM VSG PASS,KULEM,VASCO DA GAMA
56962,VSG QLM PASS,VASCO DA GAMA,KULEM
56963,QLM VSG PASS,KULEM,VASCO DA GAMA
56964,VSG QLM PASS,VASCO DA GAMA,KULEM
56965,QLM VSG PASS,KULEM,VASCO DA GAMA
56966,VSG QLM PASS,VASCO DA GAMA,KULEM
57133,BJP RC PASS,VIJAYAPURA,RAICHUR
57134,RC BJP PASS,RAICHUR,VIJAYAPURA
57145,DKJ BDCR PASS,DORNAKAL JN,BHADRACHALAM RD
57146,BDCR DKJ PASS,BHADRACHALAM RD,DORNAKAL JN
57155,KLBG HYB PASS,KALABURAGI JN,HYDERABAD DECAN
57156,HYB KLBG PASS,HYDERABAD DECAN,KALABURAGI JN
57225,BZA VSKP PASS,VIJAYAWADA JN,VISHAKAPATNAM
57226,VSKP BZA PASS,VISHAKAPATNAM,VIJAYAWADA JN
57237,KZJ BZA PASS,KAZIPET JN,VIJAYAWADA JN
57238,BZA KZJ PASS,VIJAYAWADA JN,KAZIPET JN
57264,NS VSKP PASSR,NARASAPUR,VISHAKAPATNAM
57265,VSKP NS PASS,VISHAKAPATNAM,NARASAPUR
57273,UBL TIRUPATI PAS,HUBBALLI JN,TIRUPATI
57274,TPTY UBL PASS,TIRUPATI,HUBBALLI JN
57277,GDR BZA PASS,GUDUR JN,VIJAYAWADA JN
57278,BZA BTTR PASS,VIJAYAWADA JN,BITRAGUNTA
57305,KCGGNT PASS,KACHEGUDA,GUNTUR JN
57306,GNT KCG PASS,GUNTUR JN,KACHEGUDA
57307,KCG MED PASS,KACHEGUDA,MEDCHAL
57308,MED KCG PASS,MEDCHAL,KACHEGUDA
57317,GNT MCLA PASS,GUNTUR JN,MACHERLA
57320,MCLA GNT PASS,MACHERLA,GUNTUR JN
57323,NDKD MCLA PASS,NADIKODE,MACHERLA
57324,MCLA NDKD PASS,MACHERLA,NADIKODE
57381,GNT NS PASS,GUNTUR JN,NARASAPUR
57382,NS GNT PASS,NARASAPUR,GUNTUR JN
57401,TPTY KPD PASS,TIRUPATI,KATPADI JN
57402,KPD TPTY PASS,KATPADI JN,TIRUPATI
57403,TPTY KPD PASS,TIRUPATI,KATPADI JN
57404,KPD TPTY PASS,KATPADI JN,TIRUPATI
57405,TPTY KPD PASS,TIRUPATI,KATPADI JN
57406,KPD TPTY PASS,KATPADI JN,TIRUPATI
57425,KCG GTL PASS,KACHEGUDA,GUNTAKAL JN
57426,GTL KCG PASS,GUNTAKAL JN,KACHEGUDA
57447,KCG MBNR PASS,KACHEGUDA,MAHBUBNAGAR
57448,MBNR MZL PASS,MAHBUBNAGAR,MIRZAPALI
57451,JRU GTL PASS,CHIKJAJUR JN,GUNTAKAL JN
57452,GTL JRU PASS,GUNTAKAL JN,CHIKJAJUR JN
57456,MBNR KCG PASS,MAHBUBNAGAR,KACHEGUDA
57473,KCG BDHN PASS,KACHEGUDA,BODHAN
57474,BDHN MBNR PASS,BODHAN,MAHBUBNAGAR
57475,TPTY GTL PASS,TIRUPATI,GUNTAKAL JN
57476,GTL TPTY PASS,GUNTAKAL JN,TIRUPATI
57477,TPTY KRYP PASS,TIRUPATI,KADIRIDEVARAPALLI
57478,KRYP TPTY PASS,KADIRIDEVARAPALLI,TIRUPATI
57485,SC MZL PASS,SECUNDERABAD JN,MIRZAPALI
57486,MZL KCG PASS,MIRZAPALI,KACHEGUDA
57501,NZB BDHN PASS,NIZAMABAD,BODHAN
57502,BDHN MZL PASS,BODHAN,MIRZAPALI
57503,MZL BDHN PASS,MIRZAPALI,BODHAN
57504,BDHN NZB PASS,BODHAN,NIZAMABAD
57512,PBN NED PASS,PARBHANI JN,H SAHIB NANDED
57515,DAUND NANDED PAS,DAUND JN,H SAHIB NANDED
57516,NED DD PASNGR,H SAHIB NANDED,DAUND JN
57517,HYB TDU PASS,HYDERABAD DECAN,TANDUR
57518,TDU HYB PASS,TANDUR,HYDERABAD DECAN
57521,PRLI PAU PASS,PARLI VAIJNATH,PURNA JN
57522,PAU PRLI PASS,PURNA JN,PARLI VAIJNATH
57539,AK PRLI PASS,AKOLA JN,PARLI VAIJNATH
57540,PRLI AK PASS,PARLI VAIJNATH,AKOLA JN
57541,NSL NED PASS,NAGARSOL,H SAHIB NANDED
57542,NED MMR PASS,H SAHIB NANDED,MANMAD JN
57551,PAU ADB PASS,PURNA JN,ADILABAD
57552,ADB PAU PASS,ADILABAD,PURNA JN
57553,PAU ADB PASS,PARLI VAIJNATH,ADILABAD
57554,ADB PRLI PASS,ADILABAD,PARLI VAIJNATH
57557,NZB NED PASS,NIZAMABAD,H SAHIB NANDED
57558,NED NZB PASS,H SAHIB NANDED,NIZAMABAD
57563,HYB PBN PAS,HYDERABAD DECAN,PARBHANI JN
57564,NED HYB PAS,H SAHIB NANDED,HYDERABAD DECAN
57581,AK PAU PASS,AKOLA JN,PURNA JN
57582,PAU AK PASS,PURNA JN,AKOLA JN
57593,MED NED PASS,MEDCHAL,H SAHIB NANDED
57594,NED MED PASS,H SAHIB NANDED,MEDCHAL
57601,KCG KRMR PASS,KACHEGUDA,KARIMNAGAR
57602,KRMR KCG PASS,KARIMNAGAR,KACHEGUDA
57605,SC VKB PASS,SECUNDERABAD JN,VIKARABAD JN
57606,VKB KCG PASS,VIKARABAD JN,KACHEGUDA
57628,KLBG SUR PASS,KALABURAGI JN,SOLAPUR JN
57657,MUGR KZJ PASS,MANUGURU,KAZIPET JN
57658,KZJ MUGR PASS,KAZIPET JN,MANUGURU
57659,SUR FM PASS,SOLAPUR JN,KCG FALAKNUMA
57660,FM KLBG PASS,KCG FALAKNUMA,KALABURAGI JN
57685,SUR BJP PASS,SOLAPUR JN,VIJAYAPURA
57686,BJP SUR PASS,VIJAYAPURA,SOLAPUR JN
57687,NZB KCG PASS,NIZAMABAD,KACHEGUDA
57688,KCG NZB PASS,KACHEGUDA,NIZAMABAD
57689,NZB KCG PASS,NIZAMABAD,KACHEGUDA
57690,KCG NZB PASS,KACHEGUDA,NIZAMABAD
58001,HWH PURI PASS,HOWRAH JN,PURI
58002,PURI SRC PASS,PURI,SANTRAGACHI JN
58009,KGP JJKR PASS,KHARAGPUR JN,JAJPUR K ROAD
58010,JJKR KGP PASS,JAJPUR K ROAD,KHARAGPUR JN
58021,KGP TATA PASS,KHARAGPUR JN,TATANAGAR JN
58022,TATA KGP PASS,TATANAGAR JN,KHARAGPUR JN
58023,TATA BRKA PASS,TATANAGAR JN,BARKA KANA
58024,BRKA TATA PASS,BARKA KANA,TATANAGAR JN
58029,BLS BHC PASS,BALASORE,BHADRAKH
58030,BHC BLS PASS,BHADRAKH,BALASORE
58031,CKU TATA PASS,CHAKULIA,TATANAGAR JN
58032,TATA CKU PASS,TATANAGAR JN,CHAKULIA
58033,BKSC RNC PASS,BOKARO STL CITY,RANCHI
58034,RNC BKSC PASS,RANCHI,BOKARO STL CITY
58103,TATA BBN PASS,TATANAGAR JN,BARABIL
58104,BBN TATA PASS,BARABIL,TATANAGAR JN
58109,TATA GUA PASS,TATANAGAR JN,GUA
58110,GUA TATA PASS,GUA,TATANAGAR JN
58113,TATA BSP PASS,TATANAGAR JN,BILASPUR JN
58114,BSP TATA PASS,BILASPUR JN,TATANAGAR JN
58115,CKP ROU PASS,CHAKRADHARPUR,ROURKELA
58116,ROU CKP PASS,ROURKELA,CHAKRADHARPUR
58117,JSG G PASS,JHARSUGUDA JN,GONDIA JN
58118,G JSG PASS,GONDIA JN,JHARSUGUDA JN
58121,ITR KLOD PASS,NSC BOSE ITWARI,KELOD
58122,KLOD ITR PASS,KELOD,NSC BOSE ITWARI
58151,BRMP BXF PASS,BIRMITRAPUR,BARSUAN
58152,BXF BRMP PASS,BARSUAN,BIRMITRAPUR
58201,BSP R PASS,BILASPUR JN,RAIPUR JN
58202,R BSP PASS,RAIPUR JN,BILASPUR JN
58203,GAD R PASS,GEVRA ROAD,RAIPUR JN
58204,R GAD PASS,RAIPUR JN,GEVRA ROAD
58205,R ITR PASS,RAIPUR JN,NSC BOSE ITWARI
58206,ITR R PASS,NSC BOSE ITWARI,RAIPUR JN
58207,R JNRD PASS,RAIPUR JN,JUNAGARH ROAD
58208,JNRD RAIPUR PASS,JUNAGARH ROAD,RAIPUR JN
58209,GAD BSP PASS,GEVRA ROAD,BILASPUR JN
58210,BSP GAD PASS,BILASPUR JN,GEVRA ROAD
58212,BSP GAD PASS,BILASPUR JN,GEVRA ROAD
58213,TIG BSP PASS,TITLAGARH,BILASPUR JN
58214,BSP TIG PASS,BILASPUR JN,TITLAGARH
58215,JSG TIG PASS,JHARSUGUDA JN,TITLAGARH
58216,TIG JSG PASS,TITLAGARH,JHARSUGUDA JN
58217,TIG RAIPUR PASS,TITLAGARH,RAIPUR JN
58218,R TIG PASS,RAIPUR JN,TITLAGARH
58220,CHRM BSP PASS,CHIRMIRI,BHOPAL JN
58221,CHRM CHD PGR,CHIRMIRI,CHANDIA ROAD
58222,CHD CHRM PGR,CHANDIA ROAD,CHIRMIRI
58301,SBP KRPU PASS,SAMBALPUR,KORAPUT
58302,KRPU SBP PASS,KORAPUT,SAMBALPUR
58303,SBP JNRD PASS,SAMBALPUR,JUNAGARH ROAD
58304,JNRD SBP PASS,JUNAGARH ROAD,SAMBALPUR
58401,CTC PRDP PASS,CUTTACK,PARADIP
58402,PRDP CTC PASS,PARADIP,CUTTACK
58403,KUR PURI PASS,KHURDA ROAD JN,PURI
58404,PURI KUR PASS,PURI,KHURDA ROAD JN
58405,CTC PRDP PASS,CUTTACK,PARADIP
58406,PRDP CTC PASS,PARADIP,CUTTACK
58409,KUR PURI PASS,KHURDA ROAD JN,PURI
58410,PURI KUR PASS,PURI,KHURDA ROAD JN
58413,TLHR PURI PASS,TALCHER,PURI
58414,PURI TLHR PASS,PURI,TALCHER
58415,CTC PURI PASS,CUTTACK,PURI
58416,PURI CTC PASS,PURI,CUTTACK
58425,KDJR BBS FAST PASS,KENDUJHARGARH,BHUBANESWAR
58426,BBS KDJR FAST PASS,BHUBANESWAR,KENDUJHARGARH
58427,PSA GNPR FAST PASS,PALASA,GUNUPUR
58428,GNPR PSA FAST PASS,GUNUPUR,PALASA
58429,KUR NYGT PASS,KHURDA ROAD JN,NAYAGARH TOWN
58430,NYGT KUR PASS,NAYAGARH TOWN,KHURDA ROAD JN
58431,KUR NYGT PASS,KHURDA ROAD JN,NAYAGARH TOWN
58432,NYGT KUR PASS,NAYAGARH TOWN,KHURDA ROAD JN
58435,BHC CTC PASS,BHADRAKH,CUTTACK
58436,CTC BHC PASS,CUTTACK,BHADRAKH
58505,GNPR VSKP PASS,GUNUPUR,VISHAKAPATNAM
58506,VSKP GNPR PASS,VISHAKAPATNAM,GUNUPUR
58525,PSA VSKP PASS,BRAHMAPUR,VISHAKAPATNAM
58526,VSKP PSA PASS,VISHAKAPATNAM,BRAHMAPUR
58527,RAIPUR VSKP PASS,RAIPUR JN,VISHAKAPATNAM
58528,VSKP RAIPUR PASS,VISHAKAPATNAM,RAIPUR JN
58533,CTC PSA PASS,CUTTACK,PALASA
58534,PSA CTC PASS,PALASA,CUTTACK
58535,CTC PRDP PASS,CUTTACK,PARADIP
58536,PRDP CTC PASS,PARADIP,CUTTACK
58537,KRPU VSKP PASS,KORAPUT,VISHAKAPATNAM
58538,VSKP KRPU PASS,VISHAKAPATNAM,KORAPUT
58601,KGP ADRA PASS,KHARAGPUR JN,ADRA JN
58602,ADRA KGP PASS,ADRA JN,KHARAGPUR JN
58657,RNC LAD PASS,RANCHI,LOHARDAGA BS
58658,LAD RNC PASS,LOHARDAGA BS,RANCHI
58659,HTE ROU PASS,HATIA,ROURKELA
58660,ROU HTE PASS,ROURKELA,HATIA
58663,HTE SANI PASS,HATIA,SANKI
58664,SANI HTE PASS,SANKI,HATIA
58665,HTE SANI PASS,HATIA,SANKI
58666,SANI HTE PASS,SANKI,HATIA
58711,KDRI DTR PASS N G,KENDRI,DHAMTARI
58712,DTR KDRI PASS N G,DHAMTARI,KENDRI
58713,KDRI DTR PASS N G,KENDRI,DHAMTARI
58714,DTR KDRI PASS N G,DHAMTARI,KENDRI
58715,KDRI DTR PASS N G,KENDRI,DHAMTARI
58716,DTR KDRI PASS N G,DHAMTARI,KENDRI
58717,KDRI RIM PASS N G,KENDRI,RAJIM
58718,RIM KDRI PASS N G,RAJIM,KENDRI
58719,AVP RIM PASS N G,ABHANPUR JN,RAJIM
58720,RIM AVP PASS N G,RAJIM,ABHANPUR JN
58721,AVP RIM PASS N G,ABHANPUR JN,RAJIM
58722,RIM AVP PASS N G,RAJIM,ABHANPUR JN
58801,BPQ GONDIA PASS,BALHARSHAH,GONDIA JN
58802,GONDIA BPQ PASS,GONDIA JN,BALHARSHAH
58803,BPQ G PASS,BALHARSHAH,GONDIA JN
58804,G BPQ PASS,GONDIA JN,BALHARSHAH
58805,CAF G PASS,CHANDA FORT,GONDIA JN
58806,G WSA PASS,GONDIA JN,WADSA
58808,WSA CAF PASS,WADSA,CHANDA FORT
58815,ITR TRDI PASS,NSC BOSE ITWARI,TIRODI
58816,TRDI ITR PASS,TIRODI,NSC BOSE ITWARI
58817,TMR TRDI PASS,TUMSAR ROAD,TIRODI
58818,TRDI TMR PASS,TIRODI,TUMSAR ROAD
58819,GONDIA SMC PASS,GONDIA JN,SAMNAPUR
58820,SMC GONDIA PASS,SAMNAPUR,GONDIA JN
58876,JBP NIR PASS N G,HOWBADH JABLPUR,NAINPUR JN
59023,BCT BL PASS,MUMBAI CENTRAL,VALSAD
59024,BL MMCT PASS,VALSAD,MUMBAI CENTRAL
59039,VR BL MEMU,VIRAR,VALSAD
59040,VAPI VR PASS,VAPI,VIRAR
59045,BDTS VAPI PASS,BANDRA TERMINUS,VAPI
59046,BL BDTS PASS,VALSAD,BANDRA TERMINUS
59049,BL VG PASS,VALSAD,VIRAMGAM JN
59050,VG BL PASS,VIRAMGAM JN,VALSAD
59075,BHUSAVAL PASS,SURAT,BHUSAVAL JN
59076,BSL ST BCT PASS,BHUSAVAL JN,SURAT
59101,BRC KTNA PASS,VADODARA JN,KATHANA
59102,KTNA BRC PASS,KATHANA,VADODARA JN
59103,BRC KTNA PASS,VADODARA JN,KATHANA
59104,KTNA BRC PASS,KATHANA,VADODARA JN
59117,PRTN CTD PASS,PRATAP NAGAR,CHHOTA UDEPUR
59118,CTD BRC PASS,CHHOTA UDEPUR,PRATAP NAGAR
59119,BRC CTD PASS,PRATAP NAGAR,CHHOTA UDEPUR
59120,ARPR PRTN PASS,ALIRAJPUR,PRATAP NAGAR
59121,PRTN ARPR PASS,PRATAP NAGAR,ALIRAJPUR
59122,CTD BRC PASS,CHHOTA UDEPUR,PRATAP NAGAR
59151,ND MDSA PASS,NADIAD JN,MODASA
59152,MDSA ND PASS,MODASA,NADIAD JN
59153,ND MDSA PASS,NADIAD JN,MODASA
59154,MDSA ND PASS,MODASA,NADIAD JN
59163,ANND VTL PASS,ANAND JN,VADTAL SWAMNRYN
59164,VTL ANND PASS,VADTAL SWAMNRYN,ANAND JN
59167,AKV RAJ PASS,ANKLESHWAR JN,RAJPIPLA
59168,RAJ AKV PASS,RAJPIPLA,ANKLESHWAR JN
59169,ANND VTL PASS,ANAND JN,VADTAL SWAMNRYN
59170,VTL ANND PASS,VADTAL SWAMNRYN,ANAND JN
59201,PIT BVC PASS,PALITANA,BHAVNAGAR TRMUS
59202,BVC PIT PASS,BHAVNAGAR TRMUS,PALITANA
59203,SUNR BVC PASS,SURENDRANAGAR JN,BHAVNAGAR TRMUS
59204,BVC SUNR PASS,BHAVNAGAR TRMUS,SURENDRANAGAR JN
59205,KNLS PBR PASS,KANALAS JN,PORBANDAR
59206,PBR KNLS PASS,PORBANDAR,KANALAS JN
59211,RJT PBR PASS,RAJKOT JN,PORBANDAR
59212,PBR RJT PASS,PORBANDAR,RAJKOT JN
59213,BNVD PBR PASS,BHANVAD,PORBANDAR
59214,PBR BNVD PASS,PORBANDAR,BHANVAD
59215,BNVD PBR PASS,BHANVAD,PORBANDAR
59216,PBR BNVD PASS,PORBANDAR,BHANVAD
59229,DHG BVC PASS,DHRANGADHRA,BHAVNAGAR TRMUS
59230,BVC DHG PASS,BHAVNAGAR TRMUS,DHRANGADHRA
59231,SUNR BTD PASS,SURENDRANAGAR JN,BOTAD JN
59232,BTD SUNR PASS,BOTAD JN,SURENDRANAGAR JN
59233,SUNR BVC PASS,SURENDRANAGAR JN,BHAVNAGAR TRMUS
59234,BVC SUNR PASS,BHAVNAGAR TRMUS,SURENDRANAGAR JN
59235,DLJ MHV PASS,DHOLA JN,MAHUVA JN
59236,MHV DLJ PASS,MAHUVA JN,DHOLA JN
59243,RJU MHV PASS,RAJULA CITY,MAHUVA JN
59244,MHV RJU PASS,MAHUVA JN,RAJULA CITY
59267,PIT BVC PASS,PALITANA,BHAVNAGAR TRMUS
59268,BVC PIT PASS,BHAVNAGAR TRMUS,PALITANA
59269,PIT BVC PASS,PALITANA,BHAVNAGAR TRMUS
59270,BVC PIT PASS,BHAVNAGAR TRMUS,PALITANA
59271,SUNR BVC F PASS,SURENDRANAGAR JN,BHAVNAGAR TRMUS
59272,BVC SUNR PASS,BHAVNAGAR TRMUS,SURENDRANAGAR JN
59295,PIT BVC PASS,PALITANA,BHAVNAGAR TRMUS
59296,BVC PIT PASS,BHAVNAGAR TRMUS,PALITANA
59318,UJN NAD PASS,UJJAIN JN,NAGDA JN
59319,UJN BPL PASS,UJJAIN JN,BHOPAL JN
59320,BPL UJJAIN PASS,BHOPAL JN,UJJAIN JN
59342,BINA NAD PASS,BINA JN,NAGDA JN
59345,RTM NAD PASS,RATLAM JN,NAGDA JN
59346,NAD RTM PASS,NAGDA JN,RATLAM JN
59353,NAD UJN PASS,NAGDA JN,UJJAIN JN
59354,UJN NAD PASS,UJJAIN JN,NAGDA JN
59357,BXN JAB PASS,BAYANA JN,YAMUNA BDG AGRA
59358,JAB BXN PASS,YAMUNA BDG AGRA,BAYANA JN
59359,BXN MTJ PASS,BAYANA JN,MATHURA JN
59360,MTJ BXN PASS,MATHURA JN,BAYANA JN
59379,INDB MKC PASS,INDORE JN BG,MAKSI
59380,MAKSI INDB PASS,MAKSI,INDORE JN BG
59387,NAD INDB PASS,NAGDA JN,INDORE JN BG
59388,INDB NAD PASS,INDORE JN BG,NAGDA JN
